year,month,winner,week,season,playoff,team,elo_pre,elo_prob,elo_post,qbelo_pre,qb,qb_value_pre,qb_adj,qbelo_prob,qb_game_value,qb_value_post,qbelo_post,quality,importance,total_rating,score1,score2,pats_score,wins_per_month,avg_score,elo_pre_per_month,elo_post_per_month,annual_mean_temp,monthly_mean_temp,game_id,gameday,away_team,temp,referee,overtime,wind_per_month,annual_snowfall,snowfall,annual_mean_rain,monthly_mean_rain
2000,Nov,NE,11,2000,NA,NE,1428.421,0.7362353162284528,1435.186,1417.262362,Drew Bledsoe,46.286404394669994,-0.854998868685,0.685204343915,47.69331547760999,46.427095502963994,1426.27650556,5,NA,NA,16,13,16,1,16,1428.421,1435.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9,NA,45.6,4.51
2000,Nov,DET,12,2000,NA,NE,1435.186,0.28177759070730324,1418.088,1426.27650556,Drew Bledsoe,46.42709550303,-0.739349563163,0.27244688187699995,-38.670633519869995,37.91732260073999,1409.84433924,38,NA,NA,34,9,9,0,9,1435.186,1418.088,NA,NA,2000_12_CIN_NE,2000-11-19,CIN,47,Bernie Kukar,0,17.5,45.9,NA,45.6,4.51
2000,Dec,NE,13,2000,NA,NE,1418.088,0.48543163929007255,1438.207,1409.84433924,Drew Bledsoe,37.91732260073999,-4.954970109,0.472933130977,221.80547744189997,56.306138084856,1430.54700093,26,NA,NA,30,24,30,2,21.5,1416.838,1437.726,49.3,26.6,NA,NA,NA,NA,NA,NA,NA,45.9,4.5,45.6,4.67
2000,Dec,CHI,14,2000,NA,NE,1438.207,0.5374303191443608,1415.588,1430.54700093,Drew Bledsoe,56.30613808478999,4.48925472294,0.554956578361,84.46712571363,59.12223684767399,1407.03444486,4,NA,NA,24,17,17,0,17,1438.207,1415.588,49.3,26.6,2000_14_KC_NE,2000-12-04,KC,45,Bob McElwee,0,10,45.9,4.5,45.6,4.67
2000,Dec,NE,15,2000,NA,NE,1415.588,0.2778070415845092,1437.245,1407.03444486,Drew Bledsoe,59.12223684773999,5.67470309423,0.34316062514800005,71.18643344109,60.328656507075,1426.26935164,20,NA,NA,10,13,13,2,21.5,1416.838,1437.726,49.3,26.6,NA,NA,NA,NA,NA,NA,NA,45.9,4.5,45.6,4.67
2000,Dec,MIA,16,2000,NA,NE,1437.245,0.3679353427508121,1427.462,1426.26935164,Drew Bledsoe,60.328656506909994,5.99585332258,0.376644929252,161.29793583122998,70.42558443934199,1416.23851675,50,NA,NA,24,27,24,0,24,1437.245,1427.462,49.3,26.6,NA,NA,NA,NA,NA,NA,NA,45.9,4.5,45.6,4.67
2001,Sep,CIN,1,2001,NA,NE,1453.308,0.5113397258739727,1433.336,1439.28522594,Drew Bledsoe,70.42558443953999,0.257719123757,0.484619641381,112.03849114623,74.586875110209,1420.58440001,12,NA,NA,23,17,17,0,17,1453.308,1433.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,0.0,30.72,2.29
2001,Sep,NYJ,2,2001,NA,NE,1433.336,0.48960532620910047,1413.04,1420.58440001,Drew Bledsoe,74.58687511011,2.32683570115,0.490404638011,24.196974896391,69.5478850887381,1400.18976918,25,NA,NA,3,10,3,0,3,1433.336,1413.04,NA,NA,2001_02_NYJ_NE,2001-09-23,NYJ,74,Larry Nemmers,0,15,15.1,0.0,30.72,2.29
2001,Sep,NE,3,2001,NA,NE,1413.04,0.2958565285029781,1465.435,1400.18976918,Tom Brady,20.481629142843,-49.3520489505,0.206660566812,67.88329835265,25.221796063823696,1461.36619514,38,NA,NA,44,13,44,1,44,1413.04,1465.435,NA,NA,2001_03_IND_NE,2001-09-30,IND,59,Bernie Kukar,0,15,15.1,0.0,30.72,2.29
2001,Oct,MIA,4,2001,NA,NE,1465.435,0.26426467265238396,1450.548,1461.36619514,Tom Brady,25.221796063826996,-44.5143630425,0.24586741510700005,-68.24132843352,15.875483614092296,1447.6474117,38,NA,NA,30,10,10,0,10,1465.435,1450.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,NA,30.72,0.98
2001,Oct,NE,5,2001,NA,NE,1450.548,0.6021511979561966,1461.229,1447.6474117,Tom Brady,15.875483614089,-46.9618011152,0.45554531265,253.63968259212,39.651903511892094,1462.9400708,22,NA,NA,29,26,29,2,33.5,1455.8885,1485.0974999999999,NA,NA,2001_05_SD_NE,2001-10-14,SD,59,Terry McAulay,1,15,15.1,NA,30.72,0.98
2001,Oct,NE,6,2001,NA,NE,1461.229,0.28415087533687433,1508.966,1462.9400708,Tom Brady,39.65190351177,-32.7255011106,0.267350471597,278.42041985769,63.528755146361995,1512.13015953,41,NA,NA,17,38,38,2,33.5,1455.8885,1485.0974999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,NA,30.72,0.98
2001,Oct,DEN,7,2001,NA,NE,1508.966,0.39603676406818256,1489.918,1512.13015953,Tom Brady,63.52875514656,-19.1508002377,0.34857024982499996,-6.067697206494,56.5691099112546,1495.70786094,57,NA,NA,31,20,20,0,20,1508.966,1489.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,NA,30.72,0.98
2001,Nov,NE,8,2001,NA,NE,1489.918,0.5001669374130391,1516.988,1495.70786094,Tom Brady,56.56910991105,-21.6730828435,0.426384435408,191.94611721648,70.106810641593,1527.47828206,27,NA,NA,10,24,24,3,26.333333333333332,1506.3023333333333,1527.4133333333334,47.7,46.6,NA,NA,NA,NA,NA,NA,NA,15.1,0.0,30.72,0.73
2001,Nov,NE,9,2001,NA,NE,1516.988,0.7363560278134104,1528.684,1527.47828206,Tom Brady,70.10681064155999,-13.8205783361,0.730059340039,-129.92367222285,50.103762355118995,1539.46631099,25,NA,NA,21,11,21,3,26.333333333333332,1506.3023333333333,1527.4133333333334,47.7,46.6,2001_09_BUF_NE,2001-11-11,BUF,47,Jeff Triplette,0,20,15.1,0.0,30.72,0.73
2001,Nov,LAR,10,2001,NA,NE,1528.684,0.4123473450157695,1512.001,1539.46631099,Tom Brady,50.10376235535,-23.1310735625,0.373324492384,52.89102246615,50.38248836643,1525.02941916,87,NA,NA,17,24,17,0,17,1528.684,1512.001,47.7,46.6,2001_10_STL_NE,2001-11-18,STL,49,Bill Leavy,0,20,15.1,0.0,30.72,0.73
2001,Nov,NE,11,2001,NA,NE,1512.001,0.5660994317245412,1536.568,1525.02941916,Tom Brady,50.38248836643,-21.8351568788,0.540264725808,263.7338895807,71.717628487857,1551.27538061,58,NA,NA,34,17,34,3,26.333333333333332,1506.3023333333333,1527.4133333333334,47.7,46.6,2001_11_NO_NE,2001-11-25,NO,62,Gerry Austin,0,20,15.1,0.0,30.72,0.73
2001,Dec,NE,12,2001,NA,NE,1536.568,0.3102511919334464,1546.774,1551.27538061,Tom Brady,71.71762848789,-10.0758289742,0.33270321151899995,128.56272810876,77.402138449977,1561.05496016,77,NA,NA,16,17,17,4,19,1552.6779999999999,1564.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,5.0,30.72,2.83
2001,Dec,NE,13,2001,NA,NE,1546.774,0.7231516767488768,1559.563,1561.05496016,Tom Brady,77.40213845001,-6.72978254441,0.708637489346,-2.900737787607,69.37185082624829,1574.5036135,50,NA,NA,27,16,27,4,19,1552.6779999999999,1564.882,NA,NA,2001_13_CLE_NE,2001-12-09,CLE,37,Walt Coleman,0,14.5,15.1,5.0,30.72,2.83
2001,Dec,NE,14,2001,NA,NE,1559.563,0.6844892644870926,1567.807,1574.5036135,Tom Brady,69.37185082608,-10.4084372291,0.736659628223,-53.07947287566,57.126718455905994,1581.11254235,18,NA,NA,9,12,12,4,19,1552.6779999999999,1564.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,5.0,30.72,2.83
2001,Dec,NE,15,2001,NA,NE,1567.807,0.5681880846673872,1585.384,1581.11254235,Tom Brady,57.12671845584,-16.0105815527,0.584500016677,12.207495048045,52.6347961150605,1597.85072742,79,NA,NA,20,13,20,4,19,1552.6779999999999,1564.882,NA,NA,2001_15_MIA_NE,2001-12-22,MIA,36,Jeff Triplette,0,14.5,15.1,5.0,30.72,2.83
2002,Jan,NE,16,2001,NA,NE,1585.384,0.7609416759125411,1600.701,1597.85072742,Tom Brady,52.63479611511,-17.4560136455,0.7928096341349999,29.558205661611,50.3271370697601,1610.9432008000001,18,NA,NA,6,38,38,1,38,1585.384,1600.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9,4.2,41.07,3.14
2002,Jan,NE,17,2001,d,NE,1600.701,0.5779534466147438,1612.12,1610.9432008000001,Tom Brady,50.32713706977,-17.7370424859,0.614210723665,196.17755969097,64.91217933189,1621.29170596,91,NA,NA,16,13,16,1,16,1600.701,1612.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9,4.2,41.07,3.14
2002,Jan,NE,18,2001,c,NE,1612.12,0.31295662825448145,1642.584,1621.29170596,Tom Brady,64.91217933189,-9.55766923052,0.305045433766,72.97971896127,65.71893329482799,1652.16928731,97,NA,NA,17,24,24,1,24,1612.12,1642.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9,4.2,41.07,3.14
2002,Feb,NE,19,2001,s,NE,1642.584,0.354010139572966,1661.388,1652.16928731,Tom Brady,65.71893329496,-8.67640878753,0.313191452406,126.42367260204,71.789407225668,1672.63692769,100,NA,NA,17,20,20,1,20,1642.584,1661.388,49.3,33.8,NA,NA,NA,NA,NA,NA,NA,70.9,41.6,41.07,1.81
2002,Sep,NE,1,2002,NA,NE,1609.259,0.5999799623380547,1631.223,1536.9726506,Tom Brady,77.00287699169999,-3.47428687004,0.48637665971,320.0157009555,101.30415938808,1565.80453991,79,NA,NA,30,14,30,3,38.333333333333336,1635.4286666666667,1655.681,NA,NA,2002_01_PIT_NE,2002-09-09,PIT,86,Tony Corrente,0,10,70.9,0.0,41.07,3.39
2002,Sep,NE,2,2002,NA,NE,1631.223,0.5214469252537912,1665.804,1565.80453991,Tom Brady,101.30415938808,9.11074215997,0.477488498959,260.47725927695996,117.221469376968,1603.97022958,75,NA,NA,7,44,44,3,38.333333333333336,1635.4286666666667,1655.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9,0.0,41.07,3.39
2002,Sep,NE,3,2002,NA,NE,1665.804,0.8291163605577784,1670.016,1603.97022958,Tom Brady,117.2214693771,16.8484661859,0.793143866341,320.51339929422,137.550662368812,1609.17705842,64,NA,NA,41,38,41,3,38.333333333333336,1635.4286666666667,1655.681,NA,NA,2002_03_KC_NE,2002-09-22,KC,80,Bill Carollo,1,10,70.9,0.0,41.07,3.39
2002,Sep,LAC,4,2002,NA,NE,1670.016,0.6591042369641625,1641.099,1609.17705842,Tom Brady,137.55066236868,26.381784898,0.5751891307129999,293.57706988764,153.153303120576,1584.73870307,83,NA,NA,21,14,14,0,14,1670.016,1641.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9,0.0,41.07,3.39
2002,Oct,MIA,5,2002,NA,NE,1641.099,0.525972786646256,1613.108,1584.73870307,Tom Brady,153.15330312051,33.054047002,0.496743112663,35.96206122531,141.43417893099,1558.49476053,87,NA,NA,26,13,13,0,13,1641.099,1613.108,49.3,49.8,NA,NA,NA,NA,NA,NA,NA,70.9,NA,41.07,3.47
2002,Oct,GB,6,2002,NA,NE,1613.108,0.5953082221515692,1576.949,1558.49476053,Tom Brady,141.43417893099,25.7128104328,0.538937737613,-16.173898277625,125.6733712101285,1526.39654076,90,NA,NA,10,28,10,0,10,1613.108,1576.949,49.3,49.8,2002_06_GB_NE,2002-10-13,GB,61,Bernie Kukar,0,12.5,70.9,NA,41.07,3.47
2002,Oct,DEN,7,2002,NA,NE,1576.949,0.6068290823042779,1549.336,1526.39654076,Tom Brady,125.67337121030998,16.7006911388,0.540828281824,-37.29800943759,109.37623314551998,1502.32809832,82,NA,NA,16,24,16,0,16,1576.949,1549.336,49.3,49.8,NA,NA,NA,NA,NA,NA,NA,70.9,NA,41.07,3.47
2002,Nov,NE,8,2002,NA,NE,1549.336,0.4845056866562074,1585.243,1502.32809832,Tom Brady,109.37623314552,7.85562012882,0.4033447023209999,318.03065694939,130.24167552590697,1544.98731453,56,NA,NA,7,38,38,4,28.75,1574.94675,1591.168,49.3,39.7,NA,NA,NA,NA,NA,NA,NA,70.9,3.6,41.07,5.03
2002,Nov,NE,9,2002,NA,NE,1585.243,0.617443969043844,1595.464,1544.98731453,Tom Brady,130.24167552594,18.020239634,0.66794766894,259.64513981835,143.182021955181,1553.59866128,31,NA,NA,30,33,33,4,28.75,1574.94675,1591.168,49.3,39.7,NA,NA,NA,NA,NA,NA,NA,70.9,3.6,41.07,5.03
2002,Nov,OAK,10,2002,NA,NE,1595.464,0.41825444975702786,1578.511,1553.59866128,Tom Brady,143.18202195495,23.7016122561,0.381409760108,-14.114716337733,127.4523481256817,1538.57765869,86,NA,NA,27,20,20,0,20,1595.464,1578.511,49.3,39.7,NA,NA,NA,NA,NA,NA,NA,70.9,3.6,41.07,5.03
2002,Nov,NE,11,2002,NA,NE,1578.511,0.7831976928826456,1586.697,1538.57765869,Tom Brady,127.45234812585,14.752684979,0.736773179943,172.32462892425,131.93957620569,1548.8350417,45,NA,NA,24,17,24,4,28.75,1574.94675,1591.168,49.3,39.7,NA,NA,NA,NA,NA,NA,NA,70.9,3.6,41.07,5.03
2002,Nov,NE,12,2002,NA,NE,1586.697,0.7396184374574394,1597.268,1548.8350417,Tom Brady,131.93957620568997,16.3495559952,0.7118305064029999,68.10025947978,125.555644533099,1560.67431798,23,NA,NA,12,20,20,4,28.75,1574.94675,1591.168,49.3,39.7,2002_12_MIN_NE,2002-11-24,MIN,49,Gerry Austin,0,20,70.9,3.6,41.07,5.03
2002,Dec,NE,13,2002,NA,NE,1597.268,0.7476597620790906,1608.414,1560.67431798,Tom Brady,125.555644533,12.4219144619,0.692955546059,130.94774110209,126.094854189909,1574.52446553,63,NA,NA,27,17,27,2,27,1570.8445000000002,1582.0835,49.3,29.2,NA,NA,NA,NA,NA,NA,NA,70.9,11.1,41.07,5.3
2002,Dec,TEN,14,2002,NA,NE,1608.414,0.473359877055247,1581.279,1574.52446553,Tom Brady,126.09485418981,12.1440454598,0.445060076318,-21.106761650733,111.3746926057557,1549.5792653,83,NA,NA,24,7,7,0,7,1608.414,1581.279,49.3,29.2,2002_14_BUF_NE,2002-12-08,BUF,44,Jeff Triplette,0,16.666666666666668,70.9,11.1,41.07,5.3
2002,Dec,NYJ,15,2002,NA,NE,1581.279,0.6613988465592944,1544.421,1549.5792653,Tom Brady,111.37469260599,4.24302209796,0.599251855073,3.675484534062,100.6047717987972,1516.9641841,72,NA,NA,17,30,17,0,17,1581.279,1544.421,49.3,29.2,NA,NA,NA,NA,NA,NA,NA,70.9,11.1,41.07,5.3
2002,Dec,NE,16,2002,NA,NE,1544.421,0.580742348925154,1555.753,1516.9641841,Tom Brady,100.60477179885,-1.29445567762,0.504561946972,118.660390233,102.410333642265,1530.73138352,70,NA,NA,27,24,27,2,27,1570.8445000000002,1582.0835,49.3,29.2,2002_16_NYJ_NE,2002-12-22,NYJ,40,Tony Corrente,0,16.666666666666668,70.9,11.1,41.07,5.3
2003,Sep,BUF,1,2003,NA,NE,1538.836,0.4785976054207829,1505.885,1519.00808523,Tom Brady,101.97986448936,0.0232496569968,0.4400569682810001,-186.96214016271,73.085664024153,1489.0794551,54,NA,NA,31,0,0,0,0,1538.836,1505.885,52.1,64.1,NA,NA,NA,NA,NA,NA,NA,39.4,0.0,NA,2.65
2003,Sep,NE,2,2003,NA,NE,1505.885,0.31738720982686885,1550.8,1489.0794551,Tom Brady,73.08566402411999,-14.3982331924,0.28136565272900005,269.19034363914,92.696131985622,1536.51415602,61,NA,NA,10,31,31,2,27,1528.3425,1558.1354999999999,52.1,64.1,NA,NA,NA,NA,NA,NA,NA,39.4,0.0,NA,2.65
2003,Sep,NE,3,2003,NA,NE,1550.8,0.6321677324067676,1565.471,1536.51415602,Tom Brady,92.69613198582,-3.84898567266,0.631174443512,22.617090527493,85.68822783998729,1551.27726983,56,NA,NA,23,16,23,2,27,1528.3425,1558.1354999999999,52.1,64.1,2003_03_NYJ_NE,2003-09-21,NYJ,71,Walt Anderson,0,10,39.4,0.0,NA,2.65
2003,Sep,WSH,4,2003,NA,NE,1565.471,0.5127765653035203,1551.196,1551.27726983,Tom Brady,85.68822783971999,-7.13879677046,0.489891627368,139.39213930487998,91.058618986236,1537.75340142,58,NA,NA,20,17,17,0,17,1565.471,1551.196,52.1,64.1,NA,NA,NA,NA,NA,NA,NA,39.4,0.0,NA,2.65
2003,Oct,NE,5,2003,NA,NE,1551.196,0.508498598654205,1572.737,1537.75340142,Tom Brady,91.0586189865,-4.07713883637,0.479513475534,73.26042812484,89.27879990033398,1560.84940758,80,NA,NA,38,30,38,4,20.75,1581.78325,1599.56175,NA,NA,2003_05_TEN_NE,2003-10-05,TEN,53,Ron Winter,0,11,39.4,NA,NA,6.2
2003,Oct,NE,6,2003,NA,NE,1572.737,0.6604855202042766,1588.768,1560.84940758,Tom Brady,89.27879990007,-4.74562116753,0.638432618993,-51.97392488013,75.15352742205,1578.11399578,66,NA,NA,17,6,17,4,20.75,1581.78325,1599.56175,NA,NA,2003_06_NYG_NE,2003-10-12,NYG,55,Bill Carollo,0,11,39.4,NA,NA,6.2
2003,Oct,NE,7,2003,NA,NE,1588.768,0.3685955771362839,1614.432,1578.11399578,Tom Brady,75.15352742205,-11.5551631051,0.338988111774,310.22407913442,98.660582593287,1605.31953878,88,NA,NA,13,19,19,4,20.75,1581.78325,1599.56175,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4,NA,NA,6.2
2003,Oct,NE,8,2003,NA,NE,1614.432,0.7775566049722721,1622.31,1605.31953878,Tom Brady,98.66058259332,0.790354554566,0.750979760862,155.95783419051,104.390307753039,1614.46293907,68,NA,NA,9,3,9,4,20.75,1581.78325,1599.56175,NA,NA,2003_08_CLE_NE,2003-10-26,CLE,62,Bernie Kukar,0,11,39.4,NA,NA,6.2
2003,Nov,NE,9,2003,NA,NE,1622.31,0.5030710342486454,1638.29,1614.46293907,Tom Brady,104.39030775327,3.6285081336,0.5534184612449999,286.97634641807997,122.648911619751,1629.99688551,84,NA,NA,26,30,30,4,25.75,1641.6775,1654.4180000000001,52.1,42.1,NA,NA,NA,NA,NA,NA,NA,39.4,0.0,NA,2.63
2003,Nov,NE,10,2003,NA,NE,1638.29,0.7427236995815637,1650.469,1629.99688551,Tom Brady,122.64891161952,12.5879125144,0.739429503935,54.02774144064,115.786794601632,1642.21849656,87,NA,NA,12,0,12,4,25.75,1641.6775,1654.4180000000001,52.1,42.1,NA,NA,NA,NA,NA,NA,NA,39.4,0.0,NA,2.63
2003,Nov,NE,11,2003,NA,NE,1650.469,0.7936143445092778,1655.641,1642.21849656,Tom Brady,115.78679460182998,8.53783344849,0.77046083438,128.6594704527,117.074062186917,1648.07973356,50,NA,NA,20,23,23,4,25.75,1641.6775,1654.4180000000001,52.1,42.1,2003_11_DAL_NE,2003-11-16,DAL,33,Tom White,0,0,39.4,0.0,NA,2.63
2003,Nov,NE,12,2003,NA,NE,1655.641,0.45932568918195527,1673.272,1648.07973356,Tom Brady,117.07406218695,8.76391313053,0.437078851267,136.00615511274,118.967271479529,1666.58493008,97,NA,NA,34,38,38,4,25.75,1641.6775,1654.4180000000001,52.1,42.1,NA,NA,NA,NA,NA,NA,NA,39.4,0.0,NA,2.63
2003,Dec,NE,13,2003,NA,NE,1673.272,0.6836881050025334,1688.567,1666.58493008,Tom Brady,118.96727147942998,9.28072592602,0.631410718736,10.440998152596,108.11464414674658,1684.62203919,98,NA,NA,12,0,12,4,22.75,1691.02925,1701.78275,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4,21.5,NA,5.06
2003,Dec,NE,14,2003,NA,NE,1688.567,0.8578494407944389,1695.309,1684.62203919,Tom Brady,108.11464414674,3.39793938853,0.843285626447,206.02232087151,117.905411819217,1692.03649402,78,NA,NA,27,13,27,4,22.75,1691.02925,1701.78275,NA,NA,2003_14_MIA_NE,2003-12-07,MIA,28,Bernie Kukar,0,11,39.4,21.5,NA,5.06
2003,Dec,NE,15,2003,NA,NE,1695.309,0.6578213209105362,1706.969,1692.03649402,Tom Brady,117.90541181925,8.13023333796,0.679493168811,168.04691584758,122.919562222083,1702.7540214,90,NA,NA,16,21,21,4,22.75,1691.02925,1701.78275,NA,NA,2003_15_JAX_NE,2003-12-14,JAX,25,Walt Anderson,0,11,39.4,21.5,NA,5.06
2003,Dec,NE,16,2003,NA,NE,1706.969,0.8473884092244085,1716.286,1702.7540214,Tom Brady,122.91956222205,10.2369232468,0.851247161922,304.91724511149,141.119330510994,1711.75788587,84,NA,NA,31,0,31,4,22.75,1691.02925,1701.78275,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4,21.5,NA,5.06
2004,Jan,NE,17,2003,d,NE,1716.286,0.6499815018498415,1725.539,1711.75788587,Tom Brady,141.11933051106,18.8304749659,0.729521766071,135.72947119413,140.580344579367,1718.65652536,100,NA,NA,17,14,17,1,17,1716.286,1725.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6,43.3,44.57,1.01
2004,Jan,NE,18,2003,c,NE,1725.539,0.6950854260826357,1739.268,1718.65652536,Tom Brady,140.5803445794,17.624420615,0.667514183801,122.11859113509,138.734169234969,1733.74989468,100,NA,NA,24,14,24,1,24,1725.539,1739.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6,43.3,44.57,1.01
2004,Feb,NE,19,2003,s,NE,1739.268,0.682840975152279,1747.56,1733.74989468,Tom Brady,138.73416923487,15.824578039,0.687657746371,389.8670323878,163.847455550163,1741.8518935,99,NA,NA,32,29,32,1,32,1739.268,1747.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6,17.7,44.57,1.45
2004,Sep,NE,1,2004,NA,NE,1666.707,0.692377574053262,1674.722,1620.20375411,Tom Brady,147.89323263429,13.2147293362,0.610337559925,262.82584115205,159.386493486066,1630.84635681,94,NA,NA,27,24,27,2,25,1670.7145,1678.8609999999999,51.3,63.1,2004_01_IND_NE,2004-09-09,IND,73,Mike Carey,0,19,86.6,0.0,44.57,7.44
2004,Sep,NE,2,2004,NA,NE,1674.722,0.8140299932159347,1683,1630.84635681,Tom Brady,159.386493486,17.5065297123,0.771938430155,26.911506560136,146.1389947934136,1641.37309433,47,NA,NA,12,23,23,2,25,1670.7145,1678.8609999999999,51.3,63.1,NA,NA,NA,NA,NA,NA,NA,86.6,0.0,44.57,7.44
2004,Oct,NE,3,2004,NA,NE,1683,0.7272276328190079,1696.712,1641.37309433,Tom Brady,146.13899479344,9.2927696557,0.7099579831339999,265.04122073484,158.02921738758,1656.22259559,67,NA,NA,17,31,31,4,24.5,1699.5555,1709.4455,51.3,50.3,NA,NA,NA,NA,NA,NA,NA,86.6,0.0,44.57,1.88
2004,Oct,NE,4,2004,NA,NE,1696.712,0.8422051292345878,1704.26,1656.22259559,Tom Brady,158.02921738758,14.1300266677,0.814052453616,13.993880744481,143.62568372327007,1665.34984972,79,NA,NA,24,10,24,4,24.5,1699.5555,1709.4455,51.3,50.3,NA,NA,NA,NA,NA,NA,NA,86.6,0.0,44.57,1.88
2004,Oct,NE,5,2004,NA,NE,1704.26,0.7716634518680168,1714.25,1665.34984972,Tom Brady,143.62568372328,5.6428642802,0.730569871561,137.85662508354,143.048777859306,1677.35271585,93,NA,NA,30,20,30,4,24.5,1699.5555,1709.4455,51.3,50.3,2004_05_MIA_NE,2004-10-10,MIA,64,Bernie Kukar,0,11.666666666666666,86.6,0.0,44.57,1.88
